Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
2.074000000000000E+3	329.090037478548170E-9	-91.193771981444085E-9	-47.696021543634251E-9	-744.674282294530010E-9	673.033062628867150E-9	-505.136341258377600E-9
2.075000000000000E+3	75.424245951409948E-9	-36.295970617088734E-9	-2.241851893748115E-9	-215.460788666933360E-9	165.937788438031850E-9	-122.983939189584770E-9
2.076000000000000E+3	178.388156161143600E-9	-43.646699530998642E-9	1.344747583712242E-9	-599.892522051913110E-9	412.966997653846160E-9	-286.035689161836940E-9
2.077000000000000E+3	79.060793889373648E-9	-17.608658534067898E-9	5.721621132017427E-9	-267.612099379895590E-9	158.253746823196980E-9	-116.479387350858040E-9
2.078000000000000E+3	41.392737807279207E-9	-3.107884737663650E-9	-7.314832838701538E-9	-168.463865740405900E-9	99.374991557704527E-9	-51.260615589514587E-9
2.079000000000000E+3	36.432383134920137E-9	53.056059987159206E-12	4.778930303528464E-9	-187.264608519924160E-9	99.300256325722984E-9	-40.201596778919886E-9
2.080000000000000E+3	63.756184819174441E-9	5.781070972276714E-9	22.190222316342718E-9	-364.040968417279120E-9	153.338259161095190E-9	-79.871084122144415E-9
2.081000000000000E+3	68.258691366788076E-9	29.843986986563402E-9	44.320454395768185E-9	-487.175998033596120E-9	174.066476184568130E-9	-89.053480973945923E-9
2.082000000000000E+3	69.763542554771979E-9	30.223736341485543E-9	53.613288752852992E-9	-642.324994381601060E-9	236.371856539193960E-9	-70.042897245964508E-9
2.083000000000000E+3	37.526865006000543E-9	15.287467039483828E-9	39.593583457154362E-9	-422.378079847340070E-9	133.797516269132900E-9	-28.092108217198358E-9
2.084000000000000E+3	28.480745255915878E-9	14.017969533597915E-9	37.562056178574405E-9	-330.472327341881810E-9	90.743781649117063E-9	7.525596689434868E-9
2.085000000000000E+3	14.429542642268023E-9	15.115007075797870E-9	19.672368720772489E-9	-254.211660132825230E-9	66.351422053349105E-9	12.272554719709264E-9
2.086000000000000E+3	11.403200039165103E-9	49.343269571777921E-9	69.246777987171964E-9	-508.939936473009280E-9	91.508231425928551E-9	64.709022871919438E-9
2.087000000000000E+3	36.295137004471860E-9	280.367611870308330E-9	470.599123565000870E-9	-2.744085612226374E-6	279.356338337575230E-9	489.900052328127480E-9
2.088000000000000E+3	27.659667297147946E-9	247.534098850923940E-9	425.919099883928650E-9	-2.451984554642614E-6	221.930159190650090E-9	445.953448869883840E-9
2.089000000000000E+3	9.049309568157695E-9	23.535659209609520E-9	44.450452677872179E-9	-258.757211770151070E-9	24.264689209636078E-9	42.831114482131178E-9
2.090000000000000E+3	-13.716451599845709E-9	19.101591768086912E-9	26.349273614221638E-9	-181.103782040645550E-9	11.148393643552176E-9	40.439643675399070E-9
2.091000000000000E+3	-46.057897096885817E-9	69.199431327894393E-9	129.113812929581210E-9	-574.111751141081490E-9	-21.158461178768489E-9	165.307061630557500E-9
2.092000000000000E+3	-70.162693100572194E-9	98.323578566327557E-9	192.639513267020670E-9	-864.436712708918520E-9	-60.561081751637117E-9	274.792913432729510E-9
2.093000000000000E+3	-81.267891309804615E-9	126.716498548386850E-9	213.100740704181690E-9	-912.702683179233610E-9	-73.672659028701494E-9	276.015314312246100E-9
2.094000000000000E+3	-62.608538460172175E-9	74.906038690675113E-9	164.038175788751760E-9	-622.409773127191790E-9	-62.347428196102963E-9	227.223468245105000E-9
2.095000000000000E+3	-115.807620555367420E-9	117.632904938455870E-9	198.692320428701280E-9	-807.864293924193720E-9	-80.656491917070593E-9	315.933326544233170E-9
2.096000000000000E+3	-310.436266746584240E-9	335.972679279638700E-9	574.490024740015510E-9	-2.105300189251117E-6	-325.784307767092630E-9	920.077283373549110E-9
2.097000000000000E+3	-725.222123230407520E-9	757.621996280971750E-9	1.356067601958521E-6	-4.805764452885875E-6	-886.647179519354600E-9	2.237028845199216E-6
2.098000000000000E+3	-845.804658363207700E-9	874.517220354008370E-9	1.535226395675237E-6	-5.350733817390534E-6	-1.046041590870033E-6	2.509041582980633E-6
2.099000000000000E+3	-508.014514297301120E-9	495.795450317779540E-9	876.515514677226080E-9	-3.039358240147314E-6	-654.381604661194460E-9	1.441812528122571E-6
2.100000000000000E+3	-224.664391690665580E-9	195.343359691087790E-9	355.657698672557090E-9	-1.248101765945713E-6	-287.900407759011000E-9	630.562590199712030E-9
2.101000000000000E+3	-733.421615496237740E-9	625.428143898999260E-9	1.184051926735956E-6	-3.829799785114531E-6	-1.023618720671367E-6	2.071914614819328E-6
2.102000000000000E+3	-707.321924447228630E-9	596.679867806081720E-9	1.166283104660114E-6	-3.664102002579206E-6	-1.058803278034728E-6	2.024690965950093E-6
2.103000000000000E+3	-231.481208859259860E-9	175.190414187860750E-9	393.750749527200300E-9	-1.109663873078822E-6	-316.926450114488740E-9	639.780072365609300E-9
2.104000000000000E+3	-179.296286022912160E-9	125.899801733228330E-9	310.154838059034580E-9	-813.268727069686850E-9	-222.333131539312980E-9	460.554125242577230E-9
2.105000000000000E+3	-141.343272399473100E-9	90.611437911286762E-9	205.487379703195790E-9	-603.783248749262740E-9	-179.522944967514800E-9	331.090734701198070E-9
2.106000000000000E+3	-127.426660159863630E-9	91.939866303074415E-9	181.578088318857550E-9	-527.852005737924220E-9	-226.233650227721940E-9	298.685357981026230E-9
